dataset,N,original_dota,tuned_base_dota,enhanced_core,plus_residual,plus_prediction_rank,full_v3
dtd,1692,48.10874704491726,49.70449172576832,51.004728132387704,51.06382978723404,51.06382978723404,51.06382978723404
eurosat,8100,62.925925925925924,62.901234567901234,67.85185185185185,68.34567901234568,65.0,73.60493827160494
