dataset,candidate_id,mode,gamma,entropy_power,num_samples,correct,accuracy,macro_accuracy,nll,brier,ece,wrong_to_correct,correct_to_wrong,net_correction,changed_prediction_rate,prediction_sha256,mean_effective_correction_abs,max_effective_correction_abs,prediction_gate_mean,mean_clean_mass
oxford_flowers,6,entropy_gated_prior,0.025,1.0,2463,1849,75.07105156313439,74.34544415384529,1.2767940313804518,0.3662496654430163,0.06903849168757097,0,0,0,0.04060089321965083,aa227cd593982c5981047516163d872e9798aef5a7490d95c7edb705dbe6ab48,0.0003091251461445859,0.01590625459954158,0.07736422602785671,0.9436365365982056
oxford_flowers,7,entropy_gated_prior,0.05,1.0,2463,1849,75.07105156313439,74.34544415384529,1.2768688415832206,0.36625350403470364,0.06904490529983827,0,0,0,0.04060089321965083,aa227cd593982c5981047516163d872e9798aef5a7490d95c7edb705dbe6ab48,0.0006182502922891718,0.03181250919908316,0.07736422602785671,0.9436365365982056
oxford_flowers,8,entropy_gated_prior,0.1,1.0,2463,1849,75.07105156313439,74.34544415384529,1.2770185819031294,0.366261189161405,0.06905770642879423,0,0,0,0.04060089321965083,aa227cd593982c5981047516163d872e9798aef5a7490d95c7edb705dbe6ab48,0.0012365005845783436,0.06362501839816632,0.07736422602785671,0.9436365365982056
oxford_flowers,9,entropy_gated_prior,0.2,1.0,2463,1849,75.07105156313439,74.34544415384529,1.2773185402785106,0.3662765909159284,0.06908320468463253,0,0,0,0.04060089321965083,aa227cd593982c5981047516163d872e9798aef5a7490d95c7edb705dbe6ab48,0.002473001169156687,0.12725003679633265,0.07736422602785671,0.9436365365982056
oxford_flowers,10,entropy_gated_prior,0.3,1.0,2463,1849,75.07105156313439,74.34544415384529,1.2776191320018948,0.3662920341607608,0.06910856499139185,0,0,0,0.04060089321965083,aa227cd593982c5981047516163d872e9798aef5a7490d95c7edb705dbe6ab48,0.0037095017537350315,0.19087505519449896,0.07736422602785671,0.9436365365982056
food101,0,direct_prior,0.01,1.0,30300,26344,86.94389438943895,86.94389438943892,0.5282058735153408,0.19536319190378906,0.05287912526752837,0,0,0,0.0,ad5ab62afd8cb1977f884bbe0a8f981f9243fcbcdf9dec0b9acfd2d778fc64d9,0.0014774232194054821,0.0066666665933998,1.0,0.9826149940490723
food101,1,direct_prior,0.025,1.0,30300,26344,86.94389438943895,86.94389438943892,0.5282457591783264,0.19536593523598203,0.05288431723402372,0,0,0,0.0,ad5ab62afd8cb1977f884bbe0a8f981f9243fcbcdf9dec0b9acfd2d778fc64d9,0.003693558048513708,0.0166666664834995,1.0,0.9826149940490723
food101,2,direct_prior,0.05,1.0,30300,26343,86.94059405940594,86.94059405940592,0.5283122675661145,0.19537050549690482,0.05292596359596333,0,1,-1,0.0033003300330033,3dc8b3b96a883b25f40f6469bebc2f470da18ab1c3df6b7a1adbc6eecfa3d371,0.007387116097027416,0.033333332966999,1.0,0.9826149940490723
food101,3,direct_prior,0.1,1.0,30300,26343,86.94059405940594,86.94059405940592,0.5284454048193411,0.19537963865933514,0.05294325425185796,0,1,-1,0.0066006600660066,f65efcea132d96223ffa183fc2e34d030464e38371bf10bbdade712681b07135,0.014774232194054831,0.066666665933998,1.0,0.9826149940490723
food101,4,direct_prior,0.2,1.0,30300,26341,86.93399339933994,86.93399339933993,0.5287121567509696,0.19539787546307374,0.0530437635337174,0,3,-3,0.0132013201320132,10c44a2b972f75267dc096a50579d3b06ee4de95e2e06bc6f83a558b1eabdc4f,0.029548464388109662,0.133333331867996,1.0,0.9826149940490723
food101,5,direct_prior,0.3,1.0,30300,26342,86.93729372937294,86.93729372937294,0.5289795368368807,0.19541607276588674,0.05304505343259238,1,3,-2,0.019801980198019802,55e8039d8f3373be03362f614560c90afc404f65ee03a811762bdf4b9157ea29,0.044322696582164464,0.19999999780199396,1.0,0.9826149940490723
food101,6,entropy_gated_prior,0.025,1.0,30300,26344,86.94389438943895,86.94389438943892,0.5281813232108992,0.1953615794073853,0.052876130036724735,0,0,0,0.0,ad5ab62afd8cb1977f884bbe0a8f981f9243fcbcdf9dec0b9acfd2d778fc64d9,3.878750710850172e-05,0.006240837869720032,0.012337732612892892,0.9826149940490723
food101,7,entropy_gated_prior,0.05,1.0,30300,26344,86.94389438943895,86.94389438943892,0.5281833558939637,0.1953617963488639,0.05287659922263318,0,0,0,0.0,ad5ab62afd8cb1977f884bbe0a8f981f9243fcbcdf9dec0b9acfd2d778fc64d9,7.757501421700344e-05,0.012481675739440064,0.012337732612892892,0.9826149940490723
food101,8,entropy_gated_prior,0.1,1.0,30300,26344,86.94389438943895,86.94389438943892,0.5281874231721143,0.19536223041264844,0.05287753703628788,0,0,0,0.0,ad5ab62afd8cb1977f884bbe0a8f981f9243fcbcdf9dec0b9acfd2d778fc64d9,0.0001551500284340069,0.024963351478880128,0.012337732612892892,0.9826149940490723
food101,9,entropy_gated_prior,0.2,1.0,30300,26344,86.94389438943895,86.94389438943892,0.5281955653641647,0.19536309926186757,0.05287941043477327,0,0,0,0.0,ad5ab62afd8cb1977f884bbe0a8f981f9243fcbcdf9dec0b9acfd2d778fc64d9,0.0003103000568680138,0.049926702957760256,0.012337732612892892,0.9826149940490723
food101,10,entropy_gated_prior,0.3,1.0,30300,26344,86.94389438943895,86.94389438943892,0.5282037177137815,0.19536396907013565,0.05288128086876196,0,0,0,0.0,ad5ab62afd8cb1977f884bbe0a8f981f9243fcbcdf9dec0b9acfd2d778fc64d9,0.0004654500853020208,0.07489005443664037,0.012337732612892892,0.9826149940490723
sun397,0,direct_prior,0.01,1.0,19850,13665,68.84130982367758,68.84130982367756,1.5917541199992782,0.48221398558380185,0.16812877898080053,0,0,0,0.0,982b94abdfc4a32dce3801875d034504a1fac2c05f2d367ca3b2e7d62cde07d5,0.002572655416682247,0.01313131243949756,1.0,0.9838694334030151
sun397,1,direct_prior,0.025,1.0,19850,13665,68.84130982367758,68.84130982367756,1.5918335743720644,0.48221643385896695,0.16813355574786026,0,0,0,0.0,982b94abdfc4a32dce3801875d034504a1fac2c05f2d367ca3b2e7d62cde07d5,0.006431638541705613,0.0328282810987439,1.0,0.9838694334030151
sun397,2,direct_prior,0.05,1.0,19850,13665,68.84130982367758,68.84130982367756,1.5919660228069439,0.4822205134703909,0.16814150709587095,0,0,0,0.0,982b94abdfc4a32dce3801875d034504a1fac2c05f2d367ca3b2e7d62cde07d5,0.012863277083411225,0.0656565621974878,1.0,0.9838694334030151
sun397,3,direct_prior,0.1,1.0,19850,13665,68.84130982367758,68.84130982367756,1.5922310110994282,0.4822286695339412,0.16815740239872626,0,0,0,0.010075566750629723,a221b12686153a4dca76b7bfa9e6590b2f16040adb96d98c3c6b5e10b1d9b34e,0.02572655416682245,0.1313131243949756,1.0,0.9838694334030151
sun397,4,direct_prior,0.2,1.0,19850,13664,68.83627204030228,68.83627204030226,1.592761350468756,0.48224496915839754,0.16823943532723157,0,1,-1,0.025188916876574305,cd97c7b283b72cd2c5f3da55e3ee21c40c9e9811c44bb55c763ff80802739f6e,0.0514531083336449,0.2626262487899512,1.0,0.9838694334030151
sun397,5,direct_prior,0.3,1.0,19850,13663,68.83123425692695,68.83123425692695,1.593292168107964,0.4822612523617598,0.16832136015552585,0,2,-2,0.04030226700251889,b3f3b130cb2d3d43e3b739c073338c2501daba4cf3dcff34668ffd60609cc991,0.07717966250046743,0.39393937318492683,1.0,0.9838694334030151
sun397,6,entropy_gated_prior,0.025,1.0,19850,13665,68.84130982367758,68.84130982367756,1.5917054072456747,0.48221257981981447,0.16812611165535946,0,0,0,0.0,982b94abdfc4a32dce3801875d034504a1fac2c05f2d367ca3b2e7d62cde07d5,0.0001072818799188287,0.00877275540837697,0.021782789831573775,0.9838694334030151
sun397,7,entropy_gated_prior,0.05,1.0,19850,13665,68.84130982367758,68.84130982367756,1.5917096585967176,0.48221280651395915,0.1681266311511882,0,0,0,0.0,982b94abdfc4a32dce3801875d034504a1fac2c05f2d367ca3b2e7d62cde07d5,0.0002145637598376574,0.01754551081675394,0.021782789831573775,0.9838694334030151
sun397,8,entropy_gated_prior,0.1,1.0,19850,13665,68.84130982367758,68.84130982367756,1.5917181632679887,0.4822132600887311,0.16812766960803865,0,0,0,0.0,982b94abdfc4a32dce3801875d034504a1fac2c05f2d367ca3b2e7d62cde07d5,0.0004291275196753148,0.03509102163350788,0.021782789831573775,0.9838694334030151
sun397,9,entropy_gated_prior,0.2,1.0,19850,13665,68.84130982367758,68.84130982367756,1.5917351804757927,0.48221416798270295,0.16812974438545703,0,0,0,0.0,982b94abdfc4a32dce3801875d034504a1fac2c05f2d367ca3b2e7d62cde07d5,0.0008582550393506296,0.07018204326701576,0.021782789831573775,0.9838694334030151
sun397,10,entropy_gated_prior,0.3,1.0,19850,13665,68.84130982367758,68.84130982367756,1.5917522081488271,0.4822150768663885,0.16813181632009472,0,0,0,0.0,982b94abdfc4a32dce3801875d034504a1fac2c05f2d367ca3b2e7d62cde07d5,0.0012873825590259446,0.10527306490052361,0.021782789831573775,0.9838694334030151
