dataset,candidate_id,mode,gamma,entropy_power,num_samples,correct,accuracy,macro_accuracy,nll,brier,ece,wrong_to_correct,correct_to_wrong,net_correction,changed_prediction_rate,prediction_sha256,mean_effective_correction_abs,max_effective_correction_abs,prediction_gate_mean,mean_clean_mass
caltech101,10,entropy_gated_prior,0.3,1.0,2465,2322,94.19878296146045,91.93290638250912,0.16191942994360872,0.08613206614897924,0.021281040248874568,0,0,0,0.0,1ae68cac7916c904a961b25482d5d0e43fd5863b59031a1a30831eb1bb98b514,0.002071952930669942,0.14197028963903632,0.03905657976348166,0.965071439743042
stanford_cars,0,direct_prior,0.01,1.0,8041,5608,69.74256933217261,69.70021863669838,0.9435509532633175,0.404875004170348,0.05879715933751131,0,0,0,0.0,ec8a0ff279a527faad27ede5efeb21cd86bc696bfffcf8a4711614f90cfe9c96,0.002153824682603102,0.0193846169330925,1.0,0.9688323140144348
stanford_cars,1,direct_prior,0.025,1.0,8041,5608,69.74256933217261,69.70021863669838,0.9435769810244399,0.4048781632289932,0.05880565731956798,0,0,0,0.0,ec8a0ff279a527faad27ede5efeb21cd86bc696bfffcf8a4711614f90cfe9c96,0.005384561706507756,0.04846154233273125,1.0,0.9688323140144348
stanford_cars,2,direct_prior,0.05,1.0,8041,5608,69.74256933217261,69.70021863669838,0.9436204001910624,0.40488343054595943,0.05881981808014823,0,0,0,0.012436264146250466,69bbe0b703b97e705605d8e2b762f4c006271f9960aa73b7218d6cb55b477e78,0.010769123413015513,0.0969230846654625,1.0,0.9688323140144348
stanford_cars,3,direct_prior,0.1,1.0,8041,5607,69.73013306802636,69.68835342549762,0.9437073863424912,0.40489397346919775,0.05897250322658793,0,1,-1,0.02487252829250093,a7dc05b24080fd2fd05e933517e9f16c0bba58936c8b5a919352218740289ed0,0.021538246826031025,0.193846169330925,1.0,0.9688323140144348
stanford_cars,4,direct_prior,0.2,1.0,8041,5607,69.73013306802636,69.68835342549762,0.943881945699606,0.40491509222262906,0.0590289995071794,0,1,-1,0.0373087924387514,e9a1e0ae0a48acbb88acac431c0822586bb22d11e15dd92dc5b17ad56376a323,0.04307649365206205,0.38769233866185,1.0,0.9688323140144348
stanford_cars,5,direct_prior,0.3,1.0,8041,5608,69.74256933217261,69.70079742748865,0.9440572799123953,0.404936254387983,0.05896105812627019,1,1,0,0.06218132073125233,2c9b3b02eedb504804ad8de333d75db2287dbe363e791e20d7404def8446fa58,0.06461474047809306,0.581538507992775,1.0,0.9688323140144348
stanford_cars,6,entropy_gated_prior,0.025,1.0,8041,5608,69.74256933217261,69.70021863669838,0.9435372091205319,0.4048734698917036,0.05879318082964974,0,0,0,0.0,ec8a0ff279a527faad27ede5efeb21cd86bc696bfffcf8a4711614f90cfe9c96,0.00031365494483609317,0.015084910764620428,0.07160936238987517,0.9688323140144348
stanford_cars,7,entropy_gated_prior,0.05,1.0,8041,5608,69.74256933217261,69.70021863669838,0.9435408089302598,0.40487404132614213,0.05879487052776856,0,0,0,0.0,ec8a0ff279a527faad27ede5efeb21cd86bc696bfffcf8a4711614f90cfe9c96,0.0006273098896721863,0.030169821529240855,0.07160936238987517,0.9688323140144348
stanford_cars,8,entropy_gated_prior,0.1,1.0,8041,5608,69.74256933217261,69.70021863669838,0.9435480146145566,0.40487518488425045,0.058798248504397084,0,0,0,0.0,ec8a0ff279a527faad27ede5efeb21cd86bc696bfffcf8a4711614f90cfe9c96,0.0012546197793443727,0.06033964305848171,0.07160936238987517,0.9688323140144348
stanford_cars,9,entropy_gated_prior,0.2,1.0,8041,5608,69.74256933217261,69.70021863669838,0.9435624502039712,0.4048774747516326,0.058804998786672634,0,0,0,0.0,ec8a0ff279a527faad27ede5efeb21cd86bc696bfffcf8a4711614f90cfe9c96,0.0025092395586887454,0.12067928611696342,0.07160936238987517,0.9688323140144348
stanford_cars,10,entropy_gated_prior,0.3,1.0,8041,5608,69.74256933217261,69.70021863669838,0.9435769180146565,0.40487976827629174,0.058811753245082525,0,0,0,0.012436264146250466,69bbe0b703b97e705605d8e2b762f4c006271f9960aa73b7218d6cb55b477e78,0.0037638593380331167,0.18101892917544513,0.07160936238987517,0.9688323140144348
oxford_flowers,0,direct_prior,0.01,1.0,2463,1849,75.07105156313439,74.34544415384529,1.2768517170926648,0.36625248011815015,0.06904849897922653,0,0,0,0.04060089321965083,aa227cd593982c5981047516163d872e9798aef5a7490d95c7edb705dbe6ab48,0.002123526783471061,0.013069306567325313,1.0,0.9436365365982056
oxford_flowers,1,direct_prior,0.025,1.0,2463,1849,75.07105156313439,74.34544415384529,1.2770505434299335,0.3662624595198491,0.06907309882344148,0,0,0,0.04060089321965083,aa227cd593982c5981047516163d872e9798aef5a7490d95c7edb705dbe6ab48,0.005308816958677651,0.032673266418313286,1.0,0.9436365365982056
oxford_flowers,2,direct_prior,0.05,1.0,2463,1849,75.07105156313439,74.34544415384529,1.2773822994699304,0.366279101053478,0.06911398009085301,0,0,0,0.04060089321965083,aa227cd593982c5981047516163d872e9798aef5a7490d95c7edb705dbe6ab48,0.010617633917355302,0.06534653283662657,1.0,0.9436365365982056
oxford_flowers,3,direct_prior,0.1,1.0,2463,1849,75.07105156313439,74.34544415384529,1.2780472230591142,0.3663124178374991,0.06897913660115065,0,0,0,0.04060089321965083,aa227cd593982c5981047516163d872e9798aef5a7490d95c7edb705dbe6ab48,0.021235267834710605,0.13069306567325314,1.0,0.9436365365982056
oxford_flowers,4,direct_prior,0.2,1.0,2463,1850,75.11165245635404,74.39446376168844,1.2793826470664185,0.36637918044654283,0.06824759916644135,1,0,1,0.08120178643930166,aeb1d3e088632a3945c580cae1374dcd85fe94aa1a4561b2f04909de3f1e1afa,0.04247053566942121,0.2613861313465063,1.0,0.9436365365982056
oxford_flowers,5,direct_prior,0.3,1.0,2463,1850,75.11165245635404,74.39446376168844,1.2807253778441048,0.36644610452255183,0.06873209190663128,1,0,1,0.12180267965895249,62e410d6cf7a623ab4bcff0950e50740d53431d2efacbc9d0d93fce6b8092f15,0.06370580350413182,0.39207919701975935,1.0,0.9436365365982056
