dataset,arm,config_sha256,wrong_to_correct,correct_to_wrong,net_correction,changed_prediction_rate,ncr,accuracy,nll,brier,ece
stanford_cars,posterior,7736544593ca1ad232b175d4ea495335118a3e544d428142ed12941f6e595f4b,1,2,-1,0.08705384902375327,-0.012436264146250466,69.73013306802636,0.944291521402065,0.4049587564716854,0.059156084339382374
stanford_cars,posterior,bcbc63809f17f9f0d62b91ec8e48d38572fa0f69884f136285ee22f1bed9fd47,6,6,0,0.23628901877875888,0.0,69.74256933217261,0.9451686139628626,0.40506119540401575,0.05927396221916825
stanford_cars,posterior,0166d964f7dd6f270a762877bb75f9fdf99de181e80b99efc89c604054a210c3,5,6,-1,0.23628901877875888,-0.012436264146250466,69.73013306802636,0.945058793598254,0.40504519452563625,0.05939567607128264
sun397,posterior,a849f56a0a970fd61c0414d361bc392a5c5832d36cd9ff6e54a85838a0fecf45,0,0,0,0.010075566750629723,0.0,68.84130982367758,1.592017319610852,0.4822217297313796,0.16814420367105484
sun397,posterior,0eefcc38f06fe1a12575ef68cd598a6d61b75ccb163571ddfbe3061208fad59f,0,0,0,0.005037783375314861,0.0,68.84130982367758,1.59200590433523,0.4822211725705817,0.16814322858110486
sun397,posterior,aefffc43babaab8eb6fcbc2475d9a71792820253c3caa607f50d9331d7772ece,0,0,0,0.010075566750629723,0.0,68.84130982367758,1.5923336316864087,0.48223110061448526,0.1681627745265775
sun397,posterior,1277c7d2c13875da67801ba1bf33750a03111ce816d79d517ced73b3d3ebb8da,0,0,0,0.010075566750629723,0.0,68.84130982367758,1.5923107799247722,0.4822299891635213,0.16816083372277338
sun397,posterior,2c043afd9daec8300e98688fa934ba86e579c3f4464ce7a217519cd399b61f9d,0,1,-1,0.030226700251889168,-0.005037783375314861,68.83627204030228,1.5929666850485047,0.4822498194216481,0.16825013216481705
sun397,posterior,f6125e291cb3d163801196312b2c12d6678518454a49169fa36b75448eb41a5a,0,1,-1,0.020151133501259445,-0.005037783375314861,68.83627204030228,1.5929208962489434,0.48224759570297127,0.1682462663742097
sun397,posterior,974f4b9286d70cf4e60618cde4fef315c47404c14d5f75a93d9b0c11eb2b33d9,0,0,0,0.010075566750629723,0.0,68.84130982367758,1.5923336316864087,0.48223110061448526,0.1681627745265775
