dataset,base_wrm,u_wrm,delta_wrm,base_crm,u_crm,delta_crm,base_total_mass,u_total_mass,correct_allocation_gate,wrong_allocation_gate
dtd,75.49116640756512,73.5583676970682,-1.932798710496911,24.50883359243488,26.44163230293179,1.932798710496911,31.999980926513672,11.177489280700684,,
