dataset,display_name,num_samples,correct,accuracy,last50_correct,last50_accuracy,prediction_sha256,state_sha256
dtd,DTD,64,23,35.9375,13,40.625,995d3779aae38d6c1955f6b7eb85b3b761a3bb276b4579b19c38a50663ae4024,f5458b32df6aa7d8ecf5f6cf9a4678753fb0e6d6c30d12288d5772b411e850c3
