heldout_dataset,selected_candidate_from_other9,candidate_acc,base_acc,delta_pp,delta_correct,candidate_last50_acc,base_last50_acc,delta_last50_pp
dtd,U1_t0.075_p0.25,35.9375,35.9375,0.0,0,40.625,40.625,0.0
